Kilometrage_parcourus,Sexe,Carburant,Zone,Exposition,age_du_conducteur,age_du_vehicule,ancienpermis,nbre_sinistre,charge_totale
6035,Women,diesel,Casablanca-Settat,0.275,31.44,17.93,0.24,1,3730.9
7227,Man,essence,Casablanca-Settat,0.1132,49.28,13.32,23.68,0,0
4829,Women,diesel,Casablanca-Settat,0.8634,40.9,7.8,8.41,4,7760.1
9540,Women,essence,Casablanca-Settat,0.9059,32.88,11,14.21,0,0
32,Women,diesel,Casablanca-Settat,0.3527,51.1,6.15,3.18,0,0
3608,Man,essence,Marrakech-Safi,0.0066,34.18,14.05,13.86,0,0
3938,Women,essence,Tanger-Tetouan-AlHoceima,0.3035,58.94,8.84,30.45,0,0
6372,Man,diesel,Casablanca-Settat,0.787,36.16,13.88,10.84,1,2826.81
9350,Man,diesel,Marrakech-Safi,0.1715,36.88,16.23,4.65,0,0
2377,Man,diesel,Tanger-Tetouan-AlHoceima,0.7127,41.61,3.29,18.91,3,9717.79
2249,Women,diesel,Tanger-Tetouan-AlHoceima,0.2293,35.2,8.95,5.15,0,0
3374,Women,essence,Casablanca-Settat,0.3988,35.55,18.78,16.63,0,0
4934,Women,diesel,Souss-Massa,0.6506,58.7,6.93,31.76,1,1089.82
2430,Women,diesel,Tanger-Tetouan-AlHoceima,0.3911,48.99,11.29,4.15,0,0
4731,Man,essence,Casablanca-Settat,0.7918,41.71,13.46,16.47,0,0
8105,Women,essence,Rabat-Sale-Kenitra,0.1505,41.52,13,8.92,1,1424.53
2772,Women,essence,Tanger-Tetouan-AlHoceima,0.8805,51.12,8.31,17.68,2,1729.1
3357,Women,essence,Casablanca-Settat,0.0236,54.23,10.83,32,0,0
113,Man,diesel,Tanger-Tetouan-AlHoceima,0.8395,64.77,11.62,3.23,0,0
6601,Women,diesel,Tanger-Tetouan-AlHoceima,0.1384,42.79,10.33,13.65,1,3532.65
7084,Women,essence,Casablanca-Settat,0.307,42.47,15.68,22.48,0,0
3114,Women,essence,Oriental,0.642,22.13,10.87,0.7,0,0
2254,Man,diesel,Tanger-Tetouan-AlHoceima,0.3893,56.32,12.64,3.66,0,0
7107,Man,diesel,Casablanca-Settat,0.9408,53.42,11.29,29.09,3,10619.57
8057,Women,diesel,Tanger-Tetouan-AlHoceima,0.5537,50.81,11.52,4.27,0,0
8580,Man,diesel,Casablanca-Settat,0.3707,40.13,5.13,12.74,0,0
3179,Man,diesel,Tanger-Tetouan-AlHoceima,0.2972,61.12,16.8,25.82,1,1658.42
2379,Man,essence,Tanger-Tetouan-AlHoceima,0.6344,39.71,13.27,20.73,2,8336.17
4810,Women,diesel,Laayoune-SakiaElHamra,0.9109,65.56,15.19,39.85,1,997.81
5690,Man,diesel,Tanger-Tetouan-AlHoceima,0.3103,46.11,6.14,20.11,0,0
6090,Women,diesel,Casablanca-Settat,0.7784,66.41,9.11,27.89,3,5107.5
6902,Women,essence,Casablanca-Settat,0.4936,56.16,7.74,24.09,0,0
3853,Women,diesel,Casablanca-Settat,0.4951,71.16,19.58,48.94,0,0
8292,Man,essence,Casablanca-Settat,0.1405,57.84,5.3,10.66,0,0
9716,Women,diesel,Tanger-Tetouan-AlHoceima,0.5628,41.02,13.08,2.66,0,0
485,Man,diesel,Oriental,0.0497,55.23,12.93,1.2,0,0
6202,Women,diesel,Casablanca-Settat,0.1203,25.7,5.74,7.49,0,0
7605,Women,diesel,Casablanca-Settat,0.0021,34.11,10.93,14.44,0,0
4611,Women,essence,Tanger-Tetouan-AlHoceima,0.1172,22.16,6.54,1.96,0,0
9052,Women,essence,Draa-Tafilalet,0.3594,28.88,13.55,2.42,0,0
2980,Man,diesel,Tanger-Tetouan-AlHoceima,0.5533,46.17,15.97,13.44,0,0
1365,Man,essence,Souss-Massa,0.9369,22.66,15.23,1.99,3,6656.28
5749,Man,diesel,Marrakech-Safi,0.4798,51.55,5.61,32.19,1,1350.73
5532,Women,diesel,Casablanca-Settat,0.8549,69.27,6.6,13.36,0,0
4855,Man,diesel,Tanger-Tetouan-AlHoceima,0.002,22.77,19.78,4.19,0,0
5566,Women,diesel,Tanger-Tetouan-AlHoceima,0.415,55.04,7.58,11.59,0,0
4592,Man,essence,Marrakech-Safi,0.2244,48.42,10.14,8.66,0,0
9681,Man,diesel,Souss-Massa,0.5631,27.93,11.68,8.92,2,5476.6
7201,Women,diesel,Tanger-Tetouan-AlHoceima,0.7619,35.19,15.19,4.72,2,6324.97
5855,Women,diesel,Tanger-Tetouan-AlHoceima,0.047,46.53,3.69,7.43,0,0
5219,Women,diesel,Oriental,0.7466,21.06,6.7,1.65,1,919.63
5239,Man,diesel,Casablanca-Settat,0.9659,37.15,18.25,15.79,1,3035.97
7167,Man,essence,Marrakech-Safi,0.058,56.23,6.68,8.43,0,0
4725,Man,essence,Laayoune-SakiaElHamra,0.8813,22.3,9.2,0.8,0,0
3917,Women,essence,Marrakech-Safi,0.7319,66.61,8.13,22.03,2,3710.27
5914,Women,essence,Tanger-Tetouan-AlHoceima,0.9554,34.74,7.74,13.65,2,4303.92
1117,Women,diesel,Rabat-Sale-Kenitra,0.7539,69.08,6.2,9.88,1,3114.55
4855,Women,essence,Rabat-Sale-Kenitra,0.2235,40.43,12.67,6.03,1,511.02
7244,Women,diesel,Marrakech-Safi,0.5158,30.64,3.64,6.7,1,845.42
1721,Man,essence,Marrakech-Safi,0.5071,54.67,19.13,16.9,1,3372.59
2237,Women,diesel,Marrakech-Safi,0.1035,35.5,17.68,5.39,0,0
262,Women,diesel,Marrakech-Safi,0.4422,38.03,9.73,10.72,1,3312.23
8473,Women,essence,Tanger-Tetouan-AlHoceima,0.7868,54.18,6.42,10.86,0,0
3842,Man,essence,Marrakech-Safi,0.6017,50.29,7.05,28,0,0
7438,Women,diesel,Casablanca-Settat,0.7516,43.44,10.25,7.48,1,2798.58
4080,Women,diesel,Draa-Tafilalet,0.6218,56.52,13.89,22.14,2,2807.31
4665,Women,diesel,Marrakech-Safi,0.2218,25.87,13.19,3.86,0,0
1530,Man,diesel,Casablanca-Settat,0.7391,45.29,14.02,21.88,0,0
2437,Women,essence,Rabat-Sale-Kenitra,0.1314,45.75,5.83,18.05,0,0
588,Man,diesel,Casablanca-Settat,0.9079,64.95,14.24,36.64,0,0
2570,Women,diesel,Guelmim,0.204,60.42,18.1,1.42,0,0
1681,Women,essence,Tanger-Tetouan-AlHoceima,0.8632,67.33,9.77,8.96,0,0
4371,Women,essence,Marrakech-Safi,0.8284,56.92,21.58,4.85,1,1191.67
1615,Man,diesel,Marrakech-Safi,0.5037,66.1,13.75,38.36,0,0
4848,Women,essence,Guelmim,0.1881,65.58,10.83,9.99,0,0
2781,Man,essence,Tanger-Tetouan-AlHoceima,0.1224,41.5,3.55,21.78,0,0
5172,Women,essence,Casablanca-Settat,0.7818,54.22,18.19,23.7,2,3099.87
6021,Women,essence,Casablanca-Settat,0.1294,22.6,10.74,3.14,0,0
7701,Women,diesel,Casablanca-Settat,0.1074,56,4.33,7.97,0,0
4473,Man,diesel,Souss-Massa,0.0296,60.74,10.31,24.15,0,0
7515,Man,diesel,Marrakech-Safi,0.9699,48.26,1.16,27.09,2,4519.72
8366,Women,essence,Tanger-Tetouan-AlHoceima,0.7767,58.57,13.3,16.97,0,0
779,Man,diesel,Casablanca-Settat,0.0159,69.92,10.04,26.69,0,0
608,Women,essence,Casablanca-Settat,0.12,57.45,18.88,11.24,0,0
1588,Man,diesel,Tanger-Tetouan-AlHoceima,0.453,62.6,17.14,4.46,0,0
577,Women,essence,Laayoune-SakiaElHamra,0.9782,55.08,20.6,15.54,1,3512.57
7773,Women,essence,Souss-Massa,0.9508,50.85,9.91,13.89,0,0
6818,Women,essence,Marrakech-Safi,0.7093,24.65,8.42,0.1,2,5077.34
9844,Man,diesel,Oriental,0.8426,68.13,9.69,9.98,2,4858.55
7766,Man,diesel,Tanger-Tetouan-AlHoceima,0.5916,64.63,10.8,42.18,0,0
7312,Women,diesel,Tanger-Tetouan-AlHoceima,0.5892,58.18,4.31,25.16,1,1221.85
1782,Women,essence,Casablanca-Settat,0.146,33.83,11.95,14.17,0,0
8771,Man,essence,Casablanca-Settat,0.0227,57.57,2.46,2.34,1,1049.5
1947,Man,essence,Casablanca-Settat,0.153,56.85,19.8,34.31,0,0
2090,Women,diesel,Casablanca-Settat,0.6904,54.59,20.53,27.78,1,3694.25
7408,Man,diesel,Marrakech-Safi,0.119,48.9,2.19,2.14,0,0
2288,Women,diesel,Marrakech-Safi,0.3411,41.64,13.18,10.5,0,0
4993,Women,diesel,Fes-Meknes,0.6315,66.95,18.94,33.21,0,0
2264,Women,essence,Marrakech-Safi,0.6429,20.9,4.46,1.41,1,2521.54
8738,Man,diesel,Casablanca-Settat,0.3467,30.4,16.51,2.53,0,0
6621,Women,essence,Dakhla-OuedEddahab,0.1645,48.82,13.59,19.32,0,0
7005,Women,diesel,Casablanca-Settat,0.9622,34.93,19.19,5.38,2,2586.81
9369,Man,diesel,Tanger-Tetouan-AlHoceima,0.9272,50.18,18.41,13.6,2,5859.94
2027,Man,essence,Casablanca-Settat,0.3277,70.9,9.26,51.27,0,0
3619,Man,diesel,Casablanca-Settat,0.355,24.04,12.32,2.43,0,0
5099,Man,diesel,Casablanca-Settat,0.5406,56.65,6.81,33.76,2,4848.98
3305,Women,essence,Casablanca-Settat,0.2321,51.55,4.65,10.46,0,0
4878,Women,diesel,Marrakech-Safi,0.6974,64.34,16.09,38.12,0,0
7034,Man,essence,Casablanca-Settat,0.8277,66.91,7.71,27.07,1,471.21
3709,Women,essence,Tanger-Tetouan-AlHoceima,0.233,21.66,7.06,3.29,0,0
4395,Women,essence,Casablanca-Settat,0.2515,35.84,17.92,7.96,0,0
8811,Man,essence,Casablanca-Settat,0.4152,40.05,9.41,6.31,1,2218.73
4682,Women,diesel,Tanger-Tetouan-AlHoceima,0.308,51.89,14.64,9.73,1,649.04
3958,Women,essence,Guelmim,0.6651,31.73,16.65,2.36,0,0
5922,Women,diesel,Casablanca-Settat,0.9959,27.05,8.59,7.32,1,2321.39
6637,Man,diesel,Tanger-Tetouan-AlHoceima,0.6666,35.35,12.23,0.12,0,0
5736,Women,diesel,Casablanca-Settat,0.7189,63.22,10.65,27.34,1,2358.6
3807,Man,diesel,Tanger-Tetouan-AlHoceima,0.1821,53.6,6.64,16.03,0,0
5444,Man,essence,Casablanca-Settat,0.0215,32.16,22.49,0.02,0,0
9856,Man,essence,Marrakech-Safi,0.7097,65.91,16.91,11.18,2,7247.05
7286,Man,essence,Casablanca-Settat,0.7877,31.34,19.26,9.5,1,5034.51
8697,Man,diesel,Marrakech-Safi,0.1965,39.66,16.6,0.48,1,3581.71
7841,Women,essence,Oriental,0.093,28.7,4.13,6.98,0,0
9266,Man,diesel,Casablanca-Settat,0.1596,49.53,22.75,18.95,0,0
1404,Man,essence,Casablanca-Settat,0.7785,50.44,9.16,26.3,0,0
3850,Women,essence,Tanger-Tetouan-AlHoceima,0.8947,58.23,2.07,34.99,2,3332.05
8268,Man,essence,Tanger-Tetouan-AlHoceima,0.2686,60.43,4.51,21.81,0,0
1563,Women,essence,Casablanca-Settat,0.7642,23.73,9.42,4.77,0,0
6762,Man,diesel,Casablanca-Settat,0.129,38.43,8.73,7.81,2,3940.3
6029,Women,diesel,Souss-Massa,0.2949,50.68,20.66,19.84,1,1326
1013,Women,diesel,Casablanca-Settat,0.9924,55.11,13.68,35.61,3,4767.18
402,Women,essence,Tanger-Tetouan-AlHoceima,0.6479,39.83,16.65,20.35,0,0
3372,Man,essence,Marrakech-Safi,0.1639,44.6,15.27,21.62,0,0
2491,Man,essence,Tanger-Tetouan-AlHoceima,0.4002,54.48,10.73,5.57,1,3860.72
7297,Women,essence,Tanger-Tetouan-AlHoceima,0.3865,32.62,4.45,7.72,0,0
8891,Women,diesel,Laayoune-SakiaElHamra,0.4583,27.31,6.15,4.12,1,2023.8
6490,Women,essence,Casablanca-Settat,0.0013,24.93,13.94,1.84,0,0
5731,Women,diesel,Tanger-Tetouan-AlHoceima,0.4252,60.53,10.07,19.22,0,0
9868,Man,essence,Marrakech-Safi,0.8234,37.63,12.47,3.95,0,0
4067,Man,essence,Fes-Meknes,0.1004,45.79,15.24,14.49,0,0
7047,Women,essence,Casablanca-Settat,0.0486,49.96,8.27,15,0,0
5919,Women,diesel,Tanger-Tetouan-AlHoceima,0.5059,49.59,6.27,16.04,0,0
9914,Women,essence,Casablanca-Settat,0.8205,54.25,12.92,10.43,1,1360.3
7579,Women,diesel,Oriental,0.0253,69.42,13.68,44.01,0,0
1694,Man,essence,Dakhla-OuedEddahab,0.5199,37.45,12.45,6.62,0,0
3849,Man,essence,Marrakech-Safi,0.2368,41.91,3.35,18.44,0,0
3255,Women,essence,Tanger-Tetouan-AlHoceima,0.8289,62.98,18.03,33.96,0,0
1866,Women,diesel,Marrakech-Safi,0.3566,21.56,12.02,0.22,0,0
8002,Women,essence,Casablanca-Settat,0.9197,24.15,15.15,0.28,1,1334.5
9288,Man,diesel,Marrakech-Safi,0.2976,23.67,8.71,0.38,1,1885.24
6005,Women,essence,Casablanca-Settat,0.4427,36.31,15.55,0.78,0,0
3044,Women,essence,Marrakech-Safi,0.7342,56.11,10.47,28.85,0,0
8720,Man,essence,Casablanca-Settat,0.8489,62.41,17.27,9.75,1,4047.45
820,Women,essence,Tanger-Tetouan-AlHoceima,0.4624,25.11,16.87,1.72,2,4637.61
9045,Women,diesel,Marrakech-Safi,0.8895,25.18,18.63,1.02,2,1903.02
446,Women,diesel,Marrakech-Safi,0.0672,23.58,18.56,4.39,0,0
2409,Women,diesel,Casablanca-Settat,0.4463,49.13,16.86,23.44,0,0
4422,Man,diesel,Tanger-Tetouan-AlHoceima,0.0794,31.49,14.02,1.68,0,0
986,Women,diesel,Casablanca-Settat,0.1973,62.68,14.39,35.44,0,0
5937,Women,diesel,Fes-Meknes,0.964,60.43,12.57,18.89,0,0
7185,Women,essence,Marrakech-Safi,0.0829,42.61,7.05,3.53,0,0
2970,Man,essence,BeniMellal-Khenifra,0.17,53.93,20.55,1.62,1,4071.12
4537,Man,diesel,Casablanca-Settat,0.8221,53.69,10.67,2.75,1,2018.5
2069,Man,diesel,Casablanca-Settat,0.2568,28.45,13.91,0.54,0,0
391,Man,essence,Marrakech-Safi,0.5718,24.58,2.78,5.29,0,0
5471,Man,essence,Tanger-Tetouan-AlHoceima,0.074,53.49,10.31,15.16,0,0
556,Women,essence,Tanger-Tetouan-AlHoceima,0.1654,50.47,17.2,17.71,0,0
384,Women,diesel,Tanger-Tetouan-AlHoceima,0.4229,24.25,16.3,4.87,0,0
8347,Man,diesel,Casablanca-Settat,0.3758,45.08,19.33,25.79,1,2278.65
6458,Women,diesel,Tanger-Tetouan-AlHoceima,0.7998,41.5,13.92,20.03,0,0
1379,Women,diesel,Marrakech-Safi,0.1352,27.4,11.1,7.42,1,3617.96
9641,Women,diesel,Marrakech-Safi,0.5549,29.07,4.22,9.63,0,0
672,Women,diesel,Guelmim,0.7183,43.58,8.04,16.19,1,2343.71
2593,Man,essence,Marrakech-Safi,0.6844,20.67,15.96,1.17,1,2591.63
8863,Women,essence,Tanger-Tetouan-AlHoceima,0.2561,56.41,21.4,24.16,2,2474.06
4468,Women,essence,Tanger-Tetouan-AlHoceima,0.0495,58.55,15.96,31.53,0,0
9194,Man,diesel,Tanger-Tetouan-AlHoceima,0.1404,60.16,16.29,14.76,1,1711.96
3865,Man,diesel,Tanger-Tetouan-AlHoceima,0.6616,55.57,8.6,31.4,3,12229.68
2811,Women,diesel,Tanger-Tetouan-AlHoceima,0.979,67.59,8.92,30.2,4,9780.61
2597,Women,essence,Tanger-Tetouan-AlHoceima,0.8975,29.53,15.49,3.61,0,0
2550,Women,diesel,Fes-Meknes,0.9784,37.86,17.61,9.91,2,2300.43
3793,Women,essence,Oriental,0.4941,43.45,11.16,11.19,0,0
3390,Women,diesel,Casablanca-Settat,0.3686,38.85,14.94,6.63,0,0
7564,Man,essence,Casablanca-Settat,0.658,35.2,20.46,13.06,1,2476.12
4709,Man,essence,Marrakech-Safi,0.6726,47.26,6.52,0.11,2,6151.32
1011,Women,diesel,Laayoune-SakiaElHamra,0.5248,25.25,6.77,5.12,0,0
7508,Man,diesel,Marrakech-Safi,0.1206,36.54,19.63,15.93,1,3664.94
4937,Man,essence,Marrakech-Safi,0.1535,26.8,6.53,8.11,0,0
6174,Women,essence,Marrakech-Safi,0.3708,51.3,2.96,19.46,0,0
9419,Man,diesel,Tanger-Tetouan-AlHoceima,0.3976,47.68,12.04,16.82,1,4366.93
5995,Women,diesel,Tanger-Tetouan-AlHoceima,0.6136,61.44,13.61,20.23,0,0
2726,Women,essence,Marrakech-Safi,0.6723,61.9,18.68,21.16,0,0
3485,Man,essence,Draa-Tafilalet,0.1927,64.5,13.97,45.79,0,0
6936,Women,essence,Tanger-Tetouan-AlHoceima,0.3389,24.24,6.47,3.36,0,0
5866,Man,diesel,Tanger-Tetouan-AlHoceima,0.6582,54.12,13.67,31.92,2,3254.67
627,Man,diesel,Tanger-Tetouan-AlHoceima,0.4973,29.11,19.83,2.46,0,0
4312,Women,diesel,Casablanca-Settat,0.038,35.19,11.91,2.15,0,0
3991,Women,essence,Casablanca-Settat,0.0173,33.9,4.25,6.9,0,0
9880,Man,diesel,Marrakech-Safi,0.8565,36.34,12.01,10.96,3,8945.15
3448,Man,diesel,Marrakech-Safi,0.8788,54.08,6.49,7.82,2,5668.63
5101,Women,diesel,Tanger-Tetouan-AlHoceima,0.9594,23.36,6.89,3.51,2,3850.05
1881,Man,essence,Rabat-Sale-Kenitra,0.2739,50.97,3.19,5.25,0,0
2822,Women,essence,Guelmim,0.5171,68.41,9.84,1.19,0,0
5323,Man,essence,Casablanca-Settat,0.5267,69.6,14.3,39.96,1,3575.32
5076,Women,essence,Casablanca-Settat,0.4615,23.35,15.82,0.41,0,0
8221,Women,diesel,Marrakech-Safi,0.4811,50.49,8.51,6.65,1,983.62
1654,Man,essence,Casablanca-Settat,0.4931,35.23,11.87,8.77,1,3360.72
4446,Women,diesel,Marrakech-Safi,0.1413,67.17,18.72,16.87,0,0
7102,Man,essence,Tanger-Tetouan-AlHoceima,0.7877,50.49,7.76,7.7,0,0
5809,Man,diesel,Fes-Meknes,0.993,21.54,12.79,2.72,2,4200.97
3036,Man,essence,Casablanca-Settat,0.34,27.14,8.02,1.31,1,3372.08
5935,Man,diesel,Casablanca-Settat,0.3344,46.93,12.33,0.78,0,0
5966,Man,essence,Tanger-Tetouan-AlHoceima,0.0393,60.17,19.23,11.96,0,0
4747,Women,diesel,Tanger-Tetouan-AlHoceima,0.9985,36.75,18.67,11.8,3,5092.66
4996,Women,diesel,Marrakech-Safi,0.5902,64.54,9.65,20.85,1,1902.69
3914,Women,essence,Oriental,0.2129,24.99,2.11,4.22,0,0
2921,Man,diesel,BeniMellal-Khenifra,0.9573,52.15,11.93,31.24,2,9036.92
3709,Man,diesel,Tanger-Tetouan-AlHoceima,0.7532,31.61,14.1,5.36,0,0
6127,Man,diesel,Tanger-Tetouan-AlHoceima,0.033,22.75,7.3,3.18,0,0
3822,Women,diesel,Tanger-Tetouan-AlHoceima,0.2767,45.93,15.26,16.84,0,0
7057,Women,essence,Tanger-Tetouan-AlHoceima,0.8703,33.35,10.04,9.99,1,1613.07
342,Women,essence,Laayoune-SakiaElHamra,0.4189,56.67,5.34,27.67,0,0
4033,Women,diesel,Souss-Massa,0.2216,61.04,15.44,2.56,0,0
7202,Women,diesel,Tanger-Tetouan-AlHoceima,0.186,37.51,14.25,0.12,0,0
7064,Man,essence,Casablanca-Settat,0.128,33.56,14.33,15.16,0,0
5452,Women,essence,BeniMellal-Khenifra,0.1409,22.66,7.46,1.02,0,0
4741,Women,essence,Tanger-Tetouan-AlHoceima,0.648,42.65,11.55,7.07,1,2277.61
2146,Women,diesel,Oriental,0.6622,44.12,5.24,5.23,3,3352.59
1756,Man,essence,Casablanca-Settat,0.0227,24.61,7.7,0.07,0,0
6155,Women,diesel,Laayoune-SakiaElHamra,0.2561,27.55,7.78,8.27,2,1687.46
9723,Man,essence,Tanger-Tetouan-AlHoceima,0.3859,52.39,8.23,15.31,1,5455.9
8689,Women,diesel,Tanger-Tetouan-AlHoceima,0.4059,37.01,18.93,2.23,2,3692.98
9247,Man,diesel,Tanger-Tetouan-AlHoceima,0.7886,58.64,17.13,14.65,3,8904.85
125,Man,essence,Rabat-Sale-Kenitra,0.62,39.95,17.92,11.04,1,2229.55
5676,Women,diesel,Marrakech-Safi,0.2055,33.91,9.61,15.56,0,0
7821,Man,essence,Casablanca-Settat,0.9503,69.27,19.81,27.68,1,1067.44
1969,Man,diesel,Rabat-Sale-Kenitra,0.2476,66.41,5.69,45.74,0,0
5450,Man,essence,Tanger-Tetouan-AlHoceima,0.0266,22.41,8.04,2.1,0,0
9389,Man,diesel,Marrakech-Safi,0.58,49.24,9.4,15.55,1,3136.15
268,Women,diesel,Casablanca-Settat,0.6475,45.51,13.46,11.15,1,1026.78
3380,Man,diesel,Casablanca-Settat,0.9074,29.42,8.49,1.42,1,4101.7
1397,Man,diesel,Casablanca-Settat,0.5899,51.77,12.86,24.46,1,3680.92
2645,Man,diesel,Casablanca-Settat,0.4734,56.1,19.64,17.86,3,7377.15
8920,Women,diesel,Tanger-Tetouan-AlHoceima,0.626,38.6,4.1,4.93,0,0
9922,Women,diesel,Marrakech-Safi,0.3912,60.54,17.97,13.52,1,1661.53
78,Women,essence,Casablanca-Settat,0.3125,52.52,16.11,10.36,1,2939.49
305,Women,diesel,Oriental,0.3165,31.16,3.06,6.72,0,0
9069,Man,diesel,Casablanca-Settat,0.9786,30.58,8.43,1.37,4,14342.83
2650,Women,essence,Casablanca-Settat,0.3519,53.54,1.3,2.15,0,0
5703,Man,essence,Tanger-Tetouan-AlHoceima,0.3401,30.31,11.43,9.28,1,4904.39
9722,Man,diesel,Dakhla-OuedEddahab,0.7038,54.98,12.64,24.53,0,0
5983,Man,diesel,Guelmim,0.2236,43.3,9.47,9.99,1,5414.35
1771,Man,essence,Casablanca-Settat,0.5408,62.73,19.81,11.32,1,1816.64
3737,Man,essence,Tanger-Tetouan-AlHoceima,0.4476,36.41,3.25,15.69,3,9106.68
6511,Women,diesel,Casablanca-Settat,0.5201,54.39,16.73,31.69,0,0
5824,Women,essence,Casablanca-Settat,0.3399,60.42,13.49,8.85,1,2639.01
439,Man,diesel,Casablanca-Settat,0.3953,26.14,4.45,5.03,0,0
227,Women,essence,Casablanca-Settat,0.6995,26.61,6.45,0.33,0,0
2364,Man,diesel,Casablanca-Settat,0.9257,56.04,21.36,8.52,1,3701.19
3619,Women,diesel,Marrakech-Safi,0.5503,27.74,10.53,5.89,2,2625.17
1992,Women,essence,Marrakech-Safi,0.2969,31.83,11.24,6.37,1,2442.45
3818,Women,essence,Casablanca-Settat,0.3171,48.23,5.48,6.26,0,0
1492,Man,diesel,Casablanca-Settat,0.4848,20.39,8.24,0.77,3,5880.56
3709,Man,diesel,Souss-Massa,0.2556,67.14,21.49,5.16,0,0
2562,Women,diesel,Marrakech-Safi,0.5512,66.76,16.99,47.89,1,703.17
2267,Women,essence,Souss-Massa,0.4184,22.39,12.43,1.33,0,0
3818,Man,diesel,Casablanca-Settat,0.212,48.83,10.84,28.01,0,0
3221,Man,essence,Draa-Tafilalet,0.6641,52.81,8.25,18.36,1,2269.73
1932,Women,essence,Marrakech-Safi,0.8132,41.23,6.93,7.52,1,2537.51
229,Women,essence,Tanger-Tetouan-AlHoceima,0.396,65.26,17.41,11.64,1,2040.53
2060,Man,essence,Casablanca-Settat,0.7756,63.08,11.05,30.46,0,0
2663,Man,diesel,Casablanca-Settat,0.8238,50.19,20.4,16.35,2,7070.74
8659,Man,essence,Casablanca-Settat,0.6955,42.1,12.68,6.91,0,0
223,Man,essence,Marrakech-Safi,0.0583,51.55,11.28,15.13,0,0
4666,Women,essence,Fes-Meknes,0.3857,63.3,18.41,14.53,0,0
8794,Man,essence,Tanger-Tetouan-AlHoceima,0.1365,51.38,19.32,19.99,0,0
5211,Man,diesel,Fes-Meknes,0.8987,41.4,16.43,0.25,1,1551.47
2384,Women,essence,Casablanca-Settat,0.4604,24.24,5.48,2.26,0,0
2537,Women,diesel,Tanger-Tetouan-AlHoceima,0.8053,56.85,20.93,34.42,2,3007.48
1846,Women,diesel,Tanger-Tetouan-AlHoceima,0.4733,50.7,17.09,28.69,1,2065.13
1076,Women,essence,Tanger-Tetouan-AlHoceima,0.6169,41.66,11.03,2.02,1,1777.43
6433,Man,diesel,Marrakech-Safi,0.3478,29.82,16.46,5.4,0,0
7336,Man,diesel,Marrakech-Safi,0.3575,42.6,15.99,2.1,1,3833.19
3130,Women,essence,Casablanca-Settat,0.7979,56.08,20.34,23.82,1,3428.12
6678,Man,diesel,Marrakech-Safi,0.7637,45.95,9.59,19.86,3,7195.15
7791,Man,diesel,Marrakech-Safi,0.2038,66.15,9.72,43.12,0,0
3438,Women,essence,Tanger-Tetouan-AlHoceima,0.8726,34.77,10.58,1.9,0,0
8013,Women,diesel,Tanger-Tetouan-AlHoceima,0.594,72.11,15.62,18.05,0,0
8236,Man,essence,Marrakech-Safi,0.8361,44.05,12.18,18.37,0,0
4786,Women,diesel,Tanger-Tetouan-AlHoceima,0.7346,29.99,7.53,6.66,1,2885.79
6227,Women,essence,Tanger-Tetouan-AlHoceima,0.8987,53.35,8.35,12.1,0,0
3365,Women,essence,Tanger-Tetouan-AlHoceima,0.4593,43.09,16.1,24.99,1,2368.74
8905,Man,diesel,Casablanca-Settat,0.6334,57.98,8.27,37.57,1,1890.4
729,Women,essence,Casablanca-Settat,0.698,32.71,8.91,14.27,1,2296.38
7540,Man,essence,Oriental,0.8947,50.69,4.67,11.62,0,0
835,Women,diesel,Fes-Meknes,0.7036,44.93,20.97,11.32,0,0
6090,Women,diesel,Casablanca-Settat,0.7456,51.39,5.92,23.78,0,0
1160,Women,diesel,Tanger-Tetouan-AlHoceima,0.1919,39.98,5.14,1.83,0,0
9778,Women,essence,Tanger-Tetouan-AlHoceima,0.9023,25.67,13.75,2.68,3,6531.32
8100,Women,essence,Casablanca-Settat,0.1159,55.62,4,30.95,0,0
2394,Man,diesel,Tanger-Tetouan-AlHoceima,0.2581,41.16,8.73,0.17,0,0
7708,Man,diesel,Fes-Meknes,0.9613,63.75,15.45,21.07,0,0
5954,Women,diesel,Casablanca-Settat,0.9694,23.52,17.35,4.1,2,3681.12
3066,Women,essence,Marrakech-Safi,0.492,47.39,9.03,7.15,0,0
1073,Man,diesel,BeniMellal-Khenifra,0.3516,24.28,14.55,0.46,1,2341.23
4128,Women,essence,Casablanca-Settat,0.2744,33.6,11.57,2.77,1,3719.71
7291,Women,diesel,Tanger-Tetouan-AlHoceima,0.7167,55.2,5.56,32,4,5615.12
4714,Women,essence,Casablanca-Settat,0.1871,47.3,9.36,9.14,0,0
5398,Women,essence,Casablanca-Settat,0.5691,49.85,8.55,1.85,1,1571.3
8913,Women,diesel,Marrakech-Safi,0.1154,54.64,15.78,11.64,0,0
3402,Man,essence,Casablanca-Settat,0.0782,23.75,7.3,0.65,0,0
6887,Women,essence,Casablanca-Settat,0.8211,32.39,21.37,3.95,0,0
2836,Man,diesel,Tanger-Tetouan-AlHoceima,0.868,70.47,16.85,6.67,2,2650.05
4168,Women,diesel,Marrakech-Safi,0.7507,62.97,13.55,19.26,1,578.46
1849,Man,diesel,Tanger-Tetouan-AlHoceima,0.9374,37.63,18.86,14.02,2,4592.8
2980,Man,diesel,BeniMellal-Khenifra,0.5718,65.36,4.98,24.69,0,0
4616,Women,diesel,Casablanca-Settat,0.4392,51.66,6.37,19.88,0,0
